key,gid,title,ko,en,title_en,src,aip,status,note
113:0,113,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
113:1,113,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
114:0,114,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
114:1,114,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
115:0,115,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
115:1,115,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
117:0,117,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
117:1,117,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
118:0,118,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
118:1,118,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
119:0,119,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
119:1,119,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
121:0,121,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
121:1,121,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
122:0,122,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
122:1,122,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
123:0,123,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
123:1,123,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
124:0,124,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
124:1,124,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
125:0,125,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
125:1,125,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
126:0,126,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
126:1,126,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
127:0,127,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
127:1,127,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
128:0,128,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
128:1,128,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
129:0,129,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
129:1,129,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
130:0,130,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다. * R4 유도선 개방,The aircraft shall be pushed back onto taxilane R9 to face west. * Keep taxilane R4 clear.,,aip+tr,AMDT 7/26,review,
130:1,130,Pushback Approved to Face North on R4,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * R9 유도선 개방,The aircraft shall be pushed back onto taxilane R4 to face north. * Keep taxilane R9 clear.,,aip+tr,AMDT 7/26,review,
131:0,131,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
131:1,131,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다. * R4 유도로 개방,The aircraft shall be pushed back onto taxilane AS to face west. * Keep taxilane R4 clear.,,aip+tr,AMDT 7/26,review,
132:0,132,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * GSE 도로 개방,The aircraft shall be pushed back onto taxilane R4 to face south. * Leaving the GSE road clear.,,aip+tr,AMDT 7/26,review,
208:0,208,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
208:1,208,Pushback Approved to Point 54,항공기 기수방향이 동쪽을 향하게 하고 RW유도선을 따라 견인하여 Nose Gear를 Point 54에 정대시킨다.,The aircraft shall be pushed back to face east until its nosewheel is at spot 54.,,aip,AMDT 7/26,review,
208:2,208,Pushback Approved to Face South on R24,항공기 기수방향을 남쪽으로 향하게 하고 R24유도선을 따라 푸쉬백하여 Nose Gear를 R24상에 정대시킨다.,The aircraft shall be pushed back onto taxilane R24 to face south.,,aip,AMDT 7/26,review,
208R:0,208R,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R17 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R17 to face east.,,aip,AMDT 7/26,review,
209:0,209,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
209:1,209,Pushback Approved to Point 54,항공기 기수방향이 동쪽을 향하게 하고 RW유도선을 따라 견인하여 Nose Gear를 Point 54에 정대시킨다.,The aircraft shall be pushed back to face east until its nosewheel is at spot 54.,,aip,AMDT 7/26,review,
209:2,209,Pushback Approved to Face South on R24,항공기 기수방향을 남쪽으로 향하게 하고 R24유도선을 따라 푸쉬백하여 Nose Gear를 R24상에 정대시킨다.,The aircraft shall be pushed back onto taxilane R24 to face south.,,aip,AMDT 7/26,review,
210:0,210,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
210:1,210,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
210:2,210,Pushback Approved to point 54,항공기 기수방향이 동쪽을 향하게 하고 RW유도선을 따라 견인하여 Nose Gear를 Point 54에 정대시킨다.,The aircraft shall be pushed back to face east and then towed forward until its nosewheel is at spot 54.,,aip,AMDT 7/26,review,
211:0,211,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
211:1,211,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
211:2,211,Pushback Approved to point 54,항공기 기수방향이 동쪽을 향하게 하고 RW유도선을 따라 견인하여 Nose Gear를 Point 54에 정대시킨다.,The aircraft shall be pushed back to face east and then towed forward until its nosewheel is at spot 54.,,aip,AMDT 7/26,review,
212:0,212,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
212:1,212,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
213:0,213,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
213:1,213,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
214:0,214,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
214:1,214,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
214:2,214,Pushback Approved to Point 53,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 53에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 53.,,aip,AMDT 7/26,review,
214R:0,214R,Pushback Approved to Point 53,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 53에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 53.,,aip,AMDT 7/26,review,
214R:1,214R,Pushback Approved to Point 52,항공기 기수방향이 남쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 52에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward along taxilane R4 until its nosewheel is at spot 52.,,tr,,review,
215:0,215,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face east.,,aip,AMDT 7/26,review,
215:1,215,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
215:2,215,Pushback Approved to Point 53,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 53에 정대시킨다.,The aircraft shall be pushed back to face north until its nosewheel is at spot 53.,,aip,AMDT 7/26,review,
216:0,216,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
216:1,216,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * M15 항공기 이동 가능하도록 SHORT PUSHBACK 할 것!,The aircraft shall be pushed back onto taxilane R4 to face north. * The pushback is kept short so that aircraft can move on taxiway M15.,,aip+tr,AMDT 7/26,review,
216:2,216,Pushback Approved to Point 53,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 53에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 53.,,aip,AMDT 7/26,review,
217:0,217,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
217:1,217,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
217:2,217,Pushback Approved to Point 52,항공기 기수방향이 남쪽을 향하게 하고 R4유도선을 따라 푸쉬백하여 Nose Gear를 Point 52에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 52.,,aip,AMDT 7/26,review,
218:0,218,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
218:1,218,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
218:2,218,Pushback Approved to Point 52,항공기 기수방향이 남쪽을 향하게 하고 R4유도선을 따라 푸쉬백하여 Nose Gear를 Point 52에 정대시킨다.,The aircraft shall be pushed back to face south until its nosewheel is at spot 52.,,aip,AMDT 7/26,review,
219:0,219,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
219:1,219,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
220:0,220,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
220:1,220,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
221:0,221,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
221:1,221,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
222:0,222,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
222:1,222,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
224:0,224,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
224:1,224,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
224:2,224,Pushback Approved to Point 51,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 51에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 51.,,aip,AMDT 7/26,review,
224L:0,224L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
224L:1,224L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
224R:0,224R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
224R:1,224R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
224R:2,224R,Pushback Approved to Point 51,항공기 기수방향이 북쪽을 향하게 하고 R4유도선을 따라 견인하여 Nose Gear를 Point 51에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 51.,,aip,AMDT 7/26,review,
225:0,225,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
225:1,225,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
231:0,231,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
231:1,231,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
231L:0,231L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
231L:1,231L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
231R:0,231R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
231R:1,231R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
232:0,232,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
232:1,232,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
232L:0,232L,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
232L:1,232L,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
232R:0,232R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
232R:1,232R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
233:0,233,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 후방견인시 R4 횡단 GSE도로를 개방하여 푸쉬백,The aircraft shall be pushed back onto taxilane R4 to face south. * The aircraft is pushed back so that the GSE road crossing taxilane R4 remains clear.,,aip+tr,,review,
233:1,233,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 후방견인시 R4 횡단 GSE도로를 개방하여 푸쉬백,The aircraft shall be pushed back onto taxilane R4 to face north. * The aircraft is pushed back so that the GSE road crossing taxilane R4 remains clear.,,aip+tr,AMDT 7/26,review,
234:0,234,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 후방견인시 R4 횡단 GSE도로를 개방하여 푸쉬백,The aircraft shall be pushed back onto taxilane R4 to face south. * The aircraft is pushed back so that the GSE road crossing taxilane R4 remains clear.,,aip+tr,,review,
234:1,234,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 후방견인시 R4 횡단 GSE도로를 개방하여 푸쉬백,The aircraft shall be pushed back onto taxilane R4 to face north. * The aircraft is pushed back so that the GSE road crossing taxilane R4 remains clear.,,aip+tr,AMDT 7/26,review,
235:0,235,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
235:1,235,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
236:0,236,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
236:1,236,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
236R:0,236R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4유도선에 위치 및 R12 유도로를 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R4 to face south, leaving taxilane R12 clear.",,aip+tr,AMDT 7/26,review,
236R:1,236R,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R12 유도선에 위치 및 R4 유도선을 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R12 to face west, leaving taxilane R4 clear.",,aip+tr,AMDT 7/26,review,
237:0,237,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치 및 R12 유도로를 개방하도록 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R4 to face south, leaving taxilane R12 clear.",,aip+tr,AMDT 7/26,review,
237:1,237,Pushback Approved to Blue,항공기 기수방향이 북쪽을 향하게 하여 Blue Line을 따라 후방견인하여 Nose Gear가 R12 유도선에 위치하도록 한다.,The aircraft shall be pushed back to face north along blue line until its nosewheel is at R12.,,aip,AMDT 7/26,review,
